Image Path,Label
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42618828.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42633275.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42672719.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_426842.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42736243.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42742935.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42812235.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42815954.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42822540.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42826768.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42875763.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42902670.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42906621.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42919919.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42945036.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42954367.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4296848.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_42984656.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43006363.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43040006.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43056697.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43064995.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43089638.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4309137.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43095847.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43096835.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43099895.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43103396.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4314640.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43151303.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43152486.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43177711.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43226655.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43256039.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43270328.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4329906.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43313545.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43345278.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43352525.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43356598.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43370831.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43370834.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43390138.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43392021.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43401592.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43404630.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43415045.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43438109.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_434813.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43481472.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43485342.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4348648.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4349537.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43500187.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43512278.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43519334.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43533045.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_435383.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43539352.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43560569.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43586282.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43612309.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43649828.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43670655.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43678585.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43689799.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43697890.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43738681.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43770263.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43780329.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43801995.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43822900.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4386072.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43928199.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43954708.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_43991673.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44016917.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44019301.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44044013.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44100114.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44104008.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44106194.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44136391.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44208877.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44237297.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44268371.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44272003.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44277429.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4428389.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44301466.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44359472.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44360127.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44379009.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44436540.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44453768.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44463995.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44516923.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44556203.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44568826.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44594027.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44619976.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44626307.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44639059.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4464566.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44656949.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44670278.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4469188.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44695606.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44719671.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44723169.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44734317.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44759523.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4482808.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44830316.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44888941.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44893948.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44898129.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44917679.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44947321.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44951243.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_44988268.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45019354.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_450201.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45054060.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45060957.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45088933.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45101982.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45102440.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45111651.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45182943.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45214632.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45215094.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45216401.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45229098.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4529368.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45304387.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4530522.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45317851.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45347395.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45362636.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45371632.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45374079.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45379376.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4537951.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45393503.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45416832.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4547714.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45492311.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45532154.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45562347.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45627810.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45681442.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45711634.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45723709.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45756596.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4576627.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45824861.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45827983.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45883405.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45888207.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45902257.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45938264.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_45996119.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46004786.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46023644.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46026126.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46039688.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46054749.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46073007.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4608141.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46208090.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46231437.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46232619.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46310459.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46333985.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46369632.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4638928.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46389758.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46395542.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46424726.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46452281.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46496486.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46501880.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46551073.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46558382.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46583314.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46610954.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46639816.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46641462.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46675064.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46676243.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46682579.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46696601.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46701979.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46729816.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46828657.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46853948.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46867512.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46959039.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_46971015.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47047765.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47071718.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47072161.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4710649.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47170134.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47170885.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47208312.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47220126.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4724710.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47258285.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47349966.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47359038.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47408977.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47496719.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47532195.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47577942.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47634873.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47636583.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47662065.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47667868.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47686150.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47717578.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4772243.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47726447.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4780941.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47841216.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47869727.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47877248.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47945437.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47947412.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_47954856.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48000797.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48043757.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4805090.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48093772.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48097080.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48108433.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48130684.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48141807.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48146605.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48151202.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48157331.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48165381.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48257862.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48307431.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48313371.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48327841.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48360279.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48376991.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48385202.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4842117.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48442778.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48469260.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48580659.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48608241.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48614073.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48651623.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48679836.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4871705.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48737854.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48751491.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48762395.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48774390.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48776522.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48839677.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48839755.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48881729.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48906234.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48907456.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48908408.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48944171.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48953879.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_4896466.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_48983108.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49051855.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49098272.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49106080.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49112357.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49118825.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49144817.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49195002.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49227078.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49277120.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49277283.jpg,angry
C:\Users\singh\OneDrive\Documents\Projects\Emotional detection\train\angry\Training_49337155.jpg,angry
